folder,dialogueID,date,from,to,text
3,70974.tsv,2009-05-05T02:06:00.000Z,usr13,nikkiclau,"Well, yes if one is enough, one is enough.  And yes, one big one is better (in my opoinion and obviously yours too)."
3,128578.tsv,2008-06-18T15:21:00.000Z,newbeginer6,,"do i need to defrag my harddisk first on windows first before i install ubuntu?"
3,128578.tsv,2008-06-18T15:21:00.000Z,BoltCloc1,newbeginer6,"nah its fine. but if you want to, go on"
3,128578.tsv,2008-06-18T15:23:00.000Z,BoltCloc1,newbeginer6,"you dont need to defrag. but do you mean partition?"
3,294569.tsv,2005-08-08T07:30:00.000Z,luminerd,,"oh god."
3,294569.tsv,2005-08-08T07:31:00.000Z,luminerd,,"my frickin ex gf called."
3,294569.tsv,2005-08-08T07:31:00.000Z,black13,luminerd,"kick her to the curb"
3,234570.tsv,2007-05-09T10:38:00.000Z,senniha9,,"hi i have ubuntu 7.04 and need help with an hp laptop"
3,234570.tsv,2007-05-09T10:38:00.000Z,ikonia,senniha9,"ask the question"
3,234570.tsv,2007-05-09T11:19:00.000Z,ikonia,senniha9,"just ask your question"
3,171276.tsv,2009-06-01T09:30:00.000Z,dsl579,,"whats the command to remove a whole directory"
3,171276.tsv,2009-06-01T09:30:00.000Z,usser,dsl579,"rm -r directory"
3,171276.tsv,2009-06-01T09:31:00.000Z,usser,dsl579,"make sure you type the directory name correctly, rm -r is irreversible"
3,246965.tsv,2007-02-02T14:19:00.000Z,shut-,,"what ubuntu use kde"
3,246965.tsv,2007-02-02T14:19:00.000Z,shut-,,"or what?"
3,246965.tsv,2007-02-02T14:19:00.000Z,kitche,shut-,"gnome kubuntu is kde xubuntu is xfce"
3,21776.tsv,2011-02-12T18:41:00.000Z,ncxcude,,"how to clean remove wine and app that installs.... i try remove with 'apt-get purge wine' but my apps that install on wine still there... any help please :)."
3,21776.tsv,2011-02-12T18:42:00.000Z,rumpe1_,ncxcude,"they are usually stored in $HOME/.wine"
3,21776.tsv,2011-02-12T18:42:00.000Z,rumpe1_,ncxcude,"so the package-manager hasn't anything to do with it"
3,232290.tsv,2006-08-04T13:13:00.000Z,Tsuki,,"hey guys, I'm having a little problem with my laptop generating a little more heat than it does in XP"
3,232290.tsv,2006-08-04T13:14:00.000Z,mheath[laptop] ,Tsuki,"What kind of laptop is it?"
3,232290.tsv,2006-08-04T13:16:00.000Z,mheath[laptop] ,Tsuki,"Well, thats your problem. I wish I could provide more support, but I don't have any experiience with enabling CPU throttling"
3,120684.tsv,2008-09-04T05:34:00.000Z,Segellion,,"Help!  If I type in 'sudo depmod -a' nothing happends.  It asks me for the sudo password, I enter it, and then I just get the regular command prompt."
3,120684.tsv,2008-09-04T05:34:00.000Z,Segellion,,"Should I not get some data from that command?"
3,120684.tsv,2008-09-04T05:35:00.000Z,kindofabuzz,Segellion,"no"
3,285923.tsv,2006-05-17T12:25:00.000Z,definity,,"how can i brows graphical web pages on terminal"
3,285923.tsv,2006-05-17T12:25:00.000Z,definity,,"like normal www http sites"
3,285923.tsv,2006-05-17T12:25:00.000Z,paradizelost,definity,"links"
3,38870.tsv,2010-05-09T16:39:00.000Z,Dr_Willis,ubuntusuperbegin," the commands in 'linux' are normally the same across disrtos."
3,38870.tsv,2010-05-09T16:39:00.000Z,Dr_Willis,ubuntusuperbegin," kubuntu = KDE.   ubuntu = gnome.."
3,38870.tsv,2010-05-09T16:39:00.000Z,ubuntusuperbegin,Dr_Willis," thanks:)"
3,90713.tsv,2010-02-13T01:26:00.000Z,al__,,"I've installed ndiswrapper and downloaded and unzipped the netgear wg311v2 windows driver, but there's no .ini file, how can I install this driver?"
3,90713.tsv,2010-02-13T01:26:00.000Z,blakkheim,al__,"if there's no ini file, you probably can't"
3,90713.tsv,2010-02-13T01:28:00.000Z,al__,blakkheim,"ugh, that's a pain - the ACX111 linux driver apparently doesn't support WPA"
3,46610.tsv,2010-07-17T13:16:00.000Z,k0sh,,"am i the only one who hates new ubuntu logotype?"
3,46610.tsv,2010-07-17T13:16:00.000Z,Black_Phantom,k0sh,"suggest a better logo"
3,46610.tsv,2010-07-17T13:17:00.000Z,k0sh,Black_Phantom,"previous one was awesome, the human one"
3,315526.tsv,2005-04-03T08:59:00.000Z,vs_zach,,"does ubuntu have font problems?"
3,315526.tsv,2005-04-03T08:59:00.000Z,vs_zach,,"noone will answer me"
3,315526.tsv,2005-04-03T09:00:00.000Z,SiRrUs,vs_zach,"mine doesnt"
3,315966.tsv,2006-08-29T15:08:00.000Z,Remy,,"does anyone know an fairly easy way of building GUIs for shell scripts?"
3,315966.tsv,2006-08-29T15:08:00.000Z,Remy,,"any program / script language that it's easy to do in ?"
3,315966.tsv,2006-08-29T15:08:00.000Z,ompaul,Remy,"there is zenity but you still need to be able to script shell"
3,138222.tsv,2008-01-26T03:55:00.000Z,DIL,geonerd,"check out Sage's website they sell peachtree accounting and some other related prods that is compatible with linux not sure as to ubuntu"
3,138222.tsv,2008-01-26T03:56:00.000Z,DIL,,"i know ubuntu is linux"
3,138222.tsv,2008-01-26T03:56:00.000Z,geonerd,DIL,"thx i'll check it out"
3,215019.tsv,2006-09-13T11:24:00.000Z,effer,,"when i type my IP address into my firefox URL bar, it prompts me for a username and password...what username and password is it looking for?"
3,215019.tsv,2006-09-13T11:25:00.000Z,jldugger,effer,"does the same thing happen when you type 'localhost'?"
3,215019.tsv,2006-09-13T11:25:00.000Z,effer,jldugger,"nope"
3,41685.tsv,2010-04-08T09:26:00.000Z,passingby123,,"whenever i try to use jondofox profile in FF it says the profile is already in use!. please help"
3,41685.tsv,2010-04-08T09:27:00.000Z,netnat,passingby123,"open terminal , killall firefox"
3,41685.tsv,2010-04-08T09:28:00.000Z,passingby123,netnat,"thats not the problem, i have done it and even restarted the system, it still says that profile is already in use. its really strange"
3,149398.tsv,2008-04-04T14:07:00.000Z,guest,,"i need help-i just installed ubuntu on a pc, i choose widescreen. now when it boots i cannot see anything when xserver starts.is there a way to reconfigure xorg with a command?"
3,149398.tsv,2008-04-04T14:09:00.000Z,guest,,"can someone plz help me? i am in a hurry.... sorry guys.."
3,149398.tsv,2008-04-04T14:10:00.000Z,fx|RabBit,guest,"it could help if you ask a question"
3,246075.tsv,2008-10-14T21:48:00.000Z,osfameron,,"pulseaudio is also horribly broken at least in GG"
3,246075.tsv,2008-10-14T21:50:00.000Z,Scunizi,osfameron,"my upgrade from GG 2 HH didn't help my audio. A clean install fixed it."
3,246075.tsv,2008-10-14T21:50:00.000Z,osfameron,Scunizi,"yeah, I doubt a mere upgrade will help the  mess my system is in :-)"
3,36271.tsv,2012-11-29T14:46:00.000Z,ActionParsnip,xqo,"you should have /var/log/Xorg.0.log"
3,36271.tsv,2012-11-29T14:47:00.000Z,ActionParsnip,xqo,"what is the output of:  cat /etc/issue"
3,36271.tsv,2012-11-29T14:48:00.000Z,xqo,ActionParsnip,"Ubuntu 12.10 \n \l"
3,139894.tsv,2008-05-05T05:05:00.000Z,helix_,,"why doesnt this line work in fstab? /dev/sda6  /media/shared fat32 rw,user,uid=helix,gid=helix 0 0"
3,139894.tsv,2008-05-05T05:06:00.000Z,ere4si,helix_,"that should be vfat not fat32"
3,139894.tsv,2008-05-05T05:06:00.000Z,helix_,ere4si,"ok, thanks :)"
3,28049.tsv,2010-10-30T20:59:00.000Z,Kepedro,,"How do I list the ubuntu channels on this server?"
3,28049.tsv,2010-10-30T21:00:00.000Z,Kepedro,,"or the whole channels list"
3,28049.tsv,2010-10-30T21:01:00.000Z,TheCommieDuck,Kepedro,"/msg alis list *ubuntu* I think."
3,285095.tsv,2009-08-08T05:08:00.000Z,Tadik,,"hi all."
3,285095.tsv,2009-08-08T05:09:00.000Z,Tadik,,"anybody can help me with sound? ubuntu 9.04"
3,285095.tsv,2009-08-08T05:09:00.000Z,tonii,Tadik,"Turn off PulseAudio"
3,163924.tsv,2008-06-13T22:13:00.000Z,syntaxblack,,"does after effects run in wine?"
3,163924.tsv,2008-06-13T22:14:00.000Z,HardDisk,syntaxblack,"did you try?"
3,163924.tsv,2008-06-13T22:35:00.000Z,HardDisk,syntaxblack,"you keep asking about window products, maybe it's best to install it in a vm environment especially apps that require special environments wine cannot provide."
3,144626.tsv,2007-10-25T11:55:00.000Z,kaiou,,"hello everyone.. after a few hours of trying, I was able to get ubuntu to recognize my atheros card.  Now everytime i restart I have to enter the command 'sudo iwconfig wlan0 key open'.  How can I do it so iconfig save that command?  I've tried 'sudo iwconfig wlan0 commit' but i get the same problem at restart.  can i run this command as soon as the system start?"
3,144626.tsv,2007-10-25T11:56:00.000Z,JimmyDee,kaiou,"slip it in rc.local?"
3,144626.tsv,2007-10-25T11:57:00.000Z,JimmyDee,kaiou,"/etc"
3,78002.tsv,2012-01-27T03:09:00.000Z,bastidrazor,epaphus,"it does."
3,78002.tsv,2012-01-27T03:09:00.000Z,epaphus,bastidrazor,"why doesnt apt-get install nagios work though??"
3,78002.tsv,2012-01-27T03:10:00.000Z,bastidrazor,epaphus,"try nagios3"
3,183152.tsv,2010-12-19T07:22:00.000Z,Sazpaimon,,"so I made a USB image of ubuntu using the universal USB installer, but when I try to boot it on my laptop, it says 'SYSLINUX' with the version info and just reboots"
3,183152.tsv,2010-12-19T07:22:00.000Z,Jordan_U,Sazpaimon,"What OS did you create the USB from and what version of Ubuntu were you putting on the USB?"
3,183152.tsv,2010-12-19T07:24:00.000Z,Sazpaimon,Jordan_U,"windows 7 for the first one, let me get back to you for the second question, I made it a while ago"
3,344393.tsv,2005-05-16T12:29:00.000Z,rj_,,"whats a good tool for viewing images? eye gnome is good, but i'd like to be able to click a button in the program and move on to the next image in the directory"
3,344393.tsv,2005-05-16T12:30:00.000Z,rj_,,"xzgv"
3,344393.tsv,2005-05-16T12:30:00.000Z,crimsun,rj_,"gliv, gthumb, gqview. I recommend the last."
3,104885.tsv,2008-07-24T19:11:00.000Z,Dein,,"which channel would be the best to ask about nick registering and password retrieval?"
3,104885.tsv,2008-07-24T19:11:00.000Z,jameslr,Dein,"#freenode"
3,104885.tsv,2008-07-24T19:11:00.000Z,Dein,jameslr,"thx"
3,14372.tsv,2011-07-19T02:24:00.000Z,stopshoe,,"I have a problem with connecting to the internet. im running ubuntu version 11.03. When i try to connect to the internet, it doesnt show any available point to connect to. i get the following output: 'No access point found.' but i expected it to connect and find my router"
3,14372.tsv,2011-07-19T02:25:00.000Z,stopshoe,,"I have a problem wtih connecting to the internet. im running 11.04. when i try to connect, it cant find any access point for me to connect to"
3,14372.tsv,2011-07-19T02:25:00.000Z,Phr3d13,stopshoe,"do you mean 11.04?"
3,33357.tsv,2011-10-15T09:55:00.000Z,jaybutts,,"how do i make the theme blue instead of orange"
3,33357.tsv,2011-10-15T09:55:00.000Z,jaybutts,,"yep chmod -R 777 *"
3,33357.tsv,2011-10-15T09:55:00.000Z,Calinou,jaybutts,"NO"
3,203732.tsv,2007-04-26T05:41:00.000Z,daftman,,"hi i need help using apt-get"
3,203732.tsv,2007-04-26T05:41:00.000Z,bokey,daftman,"what you need to do ?"
3,203732.tsv,2007-04-26T05:43:00.000Z,bokey,daftman,"can you paste your output ?"
3,198291.tsv,2010-06-01T03:02:00.000Z,avg_guy,,"oh ok will scroll up"
3,198291.tsv,2010-06-01T03:03:00.000Z,Slart,avg_guy,"I don't think file does that.. you could do it with a bash script of some kind though"
3,198291.tsv,2010-06-01T03:03:00.000Z,Slart,avg_guy,"oops.. 'I don't think file roller does that'"
3,207353.tsv,2006-09-29T09:28:00.000Z,azzgo1,,"hello"
3,207353.tsv,2006-09-29T09:29:00.000Z,TheNu1,azzgo1,"what kind of crash ?"
3,207353.tsv,2006-09-29T09:30:00.000Z,azzgo1,TheNu1,"everything freezind, even the sound, only way i can get out of it is by manualy restarting"
3,95090.tsv,2008-10-18T16:11:00.000Z,goodi__,,"is it possible to start 2 'gedit's instead of opening a new tab when it's already started?"
3,95090.tsv,2008-10-18T16:12:00.000Z,jrib,goodi__,"gedit --new-window   (see 'man gedit')"
3,95090.tsv,2008-10-18T16:12:00.000Z,goodi__,jrib,"just found it :) sorry and thanks:)"
3,224960.tsv,2007-02-11T06:01:00.000Z,R3bOrN,,"i've got a question ... I cant install ubuntu because of a resolution problem. Is there a cmd to start the ubuntu CD with another resolution ?"
3,224960.tsv,2007-02-11T06:01:00.000Z,R3bOrN,,"dont help :/"
3,224960.tsv,2007-02-11T06:02:00.000Z,jrib,R3bOrN,"try the alternate cd"
3,276041.tsv,2006-11-13T13:05:00.000Z,psusi,maxxism,"there is no need... the proper drivers will be used with the standard cd"
3,276041.tsv,2006-11-13T13:05:00.000Z,maxxism,soundray," well I like to play a bit too much.  and sometimes when things get borked a reinstall is easiest"
3,276041.tsv,2006-11-13T13:05:00.000Z,psusi,maxxism,"also you might try using backups... a restore from backup is easier than reinstall"
3,3411.tsv,2012-05-20T13:25:00.000Z,ActionParsnip,thegame8890,"http://askubuntu.com/questions/135540/what-is-the-whoopsie-process-and-what-does-it-do"
3,3411.tsv,2012-05-20T13:31:00.000Z,thegame8890,ActionParsnip,"thank you for the link. So can I just remove whoopsie?"
3,3411.tsv,2012-05-20T13:33:00.000Z,thegame8890,ActionParsnip,"OK, thank you :)"
3,45016.tsv,2010-02-16T20:46:00.000Z,ddavids_,,"how do i change my nick pls?"
3,45016.tsv,2010-02-16T20:46:00.000Z,rww,ddavids_,"type '/nick newnickhere' in the same place you type messages"
3,45016.tsv,2010-02-16T20:47:00.000Z,ddavids_,rww,"thanks"
3,59412.tsv,2009-09-11T23:12:00.000Z,Etu,,"Geh, I get no help here..."
3,59412.tsv,2009-09-11T23:13:00.000Z,kd8JHC,Etu,"- you might if you ask a question"
3,59412.tsv,2009-09-11T23:13:00.000Z,Etu,kd8JHC,"19:43:56 < Etu> I got problems with conkeror in ubuntu, It does not rad my ~/.conkerorrc"
3,340489.tsv,2004-10-30T09:21:00.000Z,JStrike,,"No wvdial in ubuntu. Theres a brainfart if I ever saw one. Has this been fixed in newer releases? Mine is a bit old "
3,340489.tsv,2004-10-30T09:22:00.000Z,Zomb,JStrike,"what is wrong with chat? (used by default)"
3,340489.tsv,2004-10-30T09:23:00.000Z,JStrike,Zomb,"The only way I saw tp connect was through the network interface app, which tells you it needs wvdial"
3,297017.tsv,2005-09-02T13:04:00.000Z,skullri,,"can someone help me"
3,297017.tsv,2005-09-02T13:04:00.000Z,skullri,,"well i'm having problem trying to install gaim"
3,297017.tsv,2005-09-02T13:05:00.000Z,scanwinder,skullri,"what's the problem?"
3,124585.tsv,2010-03-15T15:21:00.000Z,thrope,,"ive got a scratched dvd-r - any way to check if it is ok or not (other than copying everything to hd)"
3,124585.tsv,2010-03-15T15:22:00.000Z,Haegin,thrope,"nope, image it and compare the md5sum of the image to that of the device would probably work"
3,124585.tsv,2010-03-15T15:24:00.000Z,thrope,Haegin,"i guess that'll take ages but i'll give it a try..."
3,237814.tsv,2009-05-13T22:31:00.000Z,Flannel,jdu,"bobbydigitales_: no it won't."
3,237814.tsv,2009-05-16T08:03:00.000Z,Flannel,jdu,"no, it's incorrect."
3,237814.tsv,2009-05-16T08:03:00.000Z,jdu,Flannel,"ok bad point :/"
3,169112.tsv,2008-04-06T01:33:00.000Z,binarical-app,,"you are luke and luke is your user, we want this to say root@luke:~#"
3,169112.tsv,2008-04-06T01:35:00.000Z,binarical-app,,":apt-get install wine"
3,169112.tsv,2008-04-06T01:36:00.000Z,esteth,binarical-app,"People should use sudo per command. running a root terminal is bad practice, unless i'm misunderstanding what's going on"
3,128991.tsv,2009-09-08T14:50:00.000Z,kikokos,,"hi"
3,128991.tsv,2009-09-08T14:50:00.000Z,kikokos,,"I've got a Q, has anybody modem ZTEMF 626 and use it on ubuntu? Does it work? .... I want to buy this one...."
3,128991.tsv,2009-09-08T14:52:00.000Z,ActionParsnip,kikokos,"depends entirely on the chi pinside"
3,65840.tsv,2010-07-24T17:59:00.000Z,fablinix,,"is there a grub option for showing only the lastest kernel when you boot your computer? as of now, it just keeps on filling the list from the newest one, to the oldest, and then windows"
3,65840.tsv,2010-07-24T18:01:00.000Z,VirusTB,fablinix," nope got no options in my grub at all!"
3,65840.tsv,2010-07-24T18:01:00.000Z,VirusTB,fablinix," only got Memtest and memtest serial"
3,89079.tsv,2008-12-21T14:14:00.000Z,M1n0rThr34t95,,"I just wanting for a distro whether it be Ubuntu or some other distro where I can just say f**k windows"
3,89079.tsv,2008-12-21T14:16:00.000Z,tiyowan,M1n0rThr34t95,"Do all the Wines apps give you trouble? Or just some?"
3,89079.tsv,2008-12-21T14:28:00.000Z,tiyowan,M1n0rThr34t95,":D"
3,342293.tsv,2010-01-15T17:36:00.000Z,ma3x,,"how can i do that"
3,342293.tsv,2010-01-15T17:36:00.000Z,Dr_Willis,ma3x," theres a tool called 'epidermis' (not in the repos) that can install/set other themes fro that stuff.."
3,342293.tsv,2010-01-15T17:36:00.000Z,Dr_Willis,ma3x," there may be some other ways as well to change it.. but i dont worry too muich about the silly splash stuff"
3,337513.tsv,2011-01-13T16:44:00.000Z,Setarcos,,"hey"
3,337513.tsv,2011-01-13T16:44:00.000Z,Setarcos,,"whats the command to see if my pc supports x86_64?"
3,337513.tsv,2011-01-13T16:45:00.000Z,popey,Setarcos,"grep lm /proc/cpuinfo"
3,234677.tsv,2011-06-29T18:11:00.000Z,sk_,,"somebody here?"
3,234677.tsv,2011-06-29T18:13:00.000Z,sk_,,"do the linux in vm need display drives?"
3,234677.tsv,2011-06-29T18:13:00.000Z,ikonia,sk_,"they use a virtual graphics card which is quite generic"
3,271618.tsv,2005-10-11T13:36:00.000Z,HaNazir,,"how do i create a new user, but yet hide him from the user and groups?"
3,271618.tsv,2005-10-11T13:37:00.000Z,jim,HaNazir,"not sure what you mean"
3,271618.tsv,2005-10-11T13:37:00.000Z,HaNazir,jim,"when u click on the tool user and groups, u see all the users right?"
3,310381.tsv,2006-08-29T15:08:00.000Z,Remy,,"does anyone know an fairly easy way of building GUIs for shell scripts?"
3,310381.tsv,2006-08-29T15:08:00.000Z,Remy,,"any program / script language that it's easy to do in ?"
3,310381.tsv,2006-08-29T15:09:00.000Z,narg,Remy,"kdialog can do basic stuff"
3,30977.tsv,2010-09-23T16:26:00.000Z,vinok,,"!wine | vinok"
3,30977.tsv,2010-09-23T16:28:00.000Z,vinok,,"hi any of you guy have problem printing with msword2007 running in wine? mine prints onyl the first page. i dont know if it is a wine problem or my ubuntu prob =( because printing pdf is the same using document viewer or okular"
3,30977.tsv,2010-09-23T16:29:00.000Z,obengdako,vinok,"please check your configuration properly before you go on"
3,55719.tsv,2010-01-15T00:40:00.000Z,Gabriel_ubuntu,,"hi everyone"
3,55719.tsv,2010-01-15T00:40:00.000Z,Gabriel_ubuntu,,"I have a simple question, how do you install winks on amsn?"
3,55719.tsv,2010-01-15T00:40:00.000Z,MASARUwota,Gabriel_ubuntu,"you dont, winks are flash + internet explorer thingies, which wont work outside of WLM"
3,122577.tsv,2008-08-15T09:55:00.000Z,owen1,,"do i have 8.04 or earlier version? 2.6.24-19-generic"
3,122577.tsv,2008-08-15T09:56:00.000Z,owen1,,"i have 2.6.24-19-generic.  is it 8.04?"
3,122577.tsv,2008-08-15T09:57:00.000Z,legend2440,owen1,"in terminal    lsb_release -a"
3,41505.tsv,2010-07-26T02:17:00.000Z,revarr,,"#arch"
3,41505.tsv,2010-07-26T02:17:00.000Z,revarr,,"okay thanks"
3,41505.tsv,2010-07-26T02:17:00.000Z,uRock,revarr," si"
3,38239.tsv,2010-10-26T02:02:00.000Z,bb_1ubuntu,,"hello?"
3,38239.tsv,2010-10-26T02:04:00.000Z,bb_1ubuntu,,"i have a problem. I need to backup directories from another user to a fresh install of a different user, and I need to do this all on a fully encrypted system. can anyone tell me how to do this?"
3,38239.tsv,2010-10-26T02:04:00.000Z,k-rad,bb_1ubuntu,"i'm interested in that question as well"
3,199701.tsv,2007-07-21T08:30:00.000Z,jeremysan,,"hi all.  i am using skype to talk with my friends but they tell me that i am very quiet on my microphone.  this same microphone works very well on windows but not on ubuntu.  i double clicked on the sound icon and turned the 'Microphone' all the way up but still very quiet.  any suggestions?"
3,199701.tsv,2007-07-21T08:31:00.000Z,Jordan_U_,jeremysan,"To be thorough try alsamixer and see if there is anything else that you can turn up that might affect the mic level"
3,199701.tsv,2007-07-21T08:34:00.000Z,Jordan_U_,jeremysan,"Just run it in a terminal"
3,324532.tsv,2009-09-12T09:07:00.000Z,dm-madman,,"alright, so what precisely is the difference between 'deb http://us.archive.ubuntu.com/ubuntu/' and 'deb-src http://us.archive.ubuntu.com/ubuntu/' in this sources.list file?"
3,324532.tsv,2009-09-12T09:07:00.000Z,dm-madman,,"one is for source code packages?"
3,324532.tsv,2009-09-12T09:08:00.000Z,gwildor,dm-madman,"one is the compiled binary, the other is the soruce"
3,207969.tsv,2006-09-26T13:54:00.000Z,fenotype,,"hi all"
3,207969.tsv,2006-09-26T13:55:00.000Z,fenotype,,"could someone help me about kernel?"
3,207969.tsv,2006-09-26T13:55:00.000Z,wols,fenotype,"just ask"
3,68134.tsv,2009-09-06T18:21:00.000Z,n3f,,"how to check for the OS details on the terminal? like Linux 2.6.17-3.6.18..."
3,68134.tsv,2009-09-06T18:23:00.000Z,theatro,n3f,"what details?  uname -a  is one"
3,68134.tsv,2009-09-06T18:25:00.000Z,n3f,theatro,"I am using nmap to scan this machine and check for it's os detail, now i need to check if the guess is right...."
3,318836.tsv,2007-12-01T23:42:00.000Z,Nobl1,,"can I run two vnc servers?"
3,318836.tsv,2007-12-01T23:43:00.000Z,Nobl1,,"or have it listen on two ports?"
3,318836.tsv,2007-12-01T23:44:00.000Z,Dr_willis,Nobl1," you could run 'vncserver' several dozen or hundred times if you had the machine to take the load. :)"
3,319839.tsv,2010-06-16T15:31:00.000Z,Mirrakor,,"hm.. I've got a ubuntu in a box, specified for a single task (well, a few single tasks), unfortunately I ran out of diskspace, any hints what I can remove without problems?"
3,319839.tsv,2010-06-16T15:32:00.000Z,danboid,Mirrakor,"try sudo apt-get clean"
3,319839.tsv,2010-06-16T15:33:00.000Z,danboid,Mirrakor,"smerz : baobab (disk usage analyser) is a much easier way too see where your HD space has gone"
3,2504.tsv,2012-06-29T23:27:00.000Z,Eduard_Munteanu,LjL,"strange, why isn't it mirrored alongside the other CDs?"
3,2504.tsv,2012-06-29T23:27:00.000Z,Eduard_Munteanu,,"e.g. http://mirrors.melbourne.co.uk/ubuntu-releases/precise/"
3,2504.tsv,2012-06-29T23:27:00.000Z,LjL,Eduard_Munteanu,"no idea"
3,208674.tsv,2006-09-23T15:13:00.000Z,MadRabbit,,"depending on whether I run Ubuntu or Kubuntu, can I add or change to the other DE once U or K is installed? (without a full install of the other?"
3,208674.tsv,2006-09-23T15:13:00.000Z,andruk,MadRabbit,"yes, just install the stuff from synaptic or apt-get"
3,208674.tsv,2006-09-23T15:17:00.000Z,andruk,MadRabbit,"thats the spirit!"
3,152384.tsv,2008-08-19T08:33:00.000Z,RequinB4,,"nodoub: different user?"
3,152384.tsv,2008-08-19T08:33:00.000Z,RequinB4,,"rrowel: system - prefs - keyboard shortcuts"
3,152384.tsv,2008-08-19T08:35:00.000Z,rrowell,RequinB4,"Yeah, defaults across the board there , but though it sais ALT+F3 is 'Run a Terminal' It just doesn't do it anymore as of 12:00 or so today"
3,187618.tsv,2007-10-03T09:43:00.000Z,kurisutofuaa,,"Anyone off the top of there head the command to upgrade to 7.10 (from 7.04)? Testing it out in vm."
3,187618.tsv,2007-10-03T09:43:00.000Z,Pici,kurisutofuaa,"#ubuntu+1 for Gutsy questions please."
3,187618.tsv,2007-10-03T09:44:00.000Z,kurisutofuaa,Pici,"thanks I head over there now"
3,104436.tsv,2012-05-29T12:45:00.000Z,shawna,,"Can anyone tell me how I can scan my hardware to figure out what kind of video card my machine has?"
3,104436.tsv,2012-05-29T12:46:00.000Z,fidel_,shawna,"lspci might helo"
3,104436.tsv,2012-05-29T12:53:00.000Z,fidel_,shawna,"what do you mean by '3d windows'?"
3,204222.tsv,2006-10-21T12:11:00.000Z,si9o,,"trying to get a Samsung SyncMaster 940bw working in Dapper. it displays post, and fb stuff, but once x starts the screen is all scrambled, any advice?"
3,204222.tsv,2006-10-21T12:12:00.000Z,Music_Shuffle,si9o,"is that an LCD? ./Just wondering."
3,204222.tsv,2006-10-21T12:12:00.000Z,si9o,Music_Shuffle,"yeah"
3,1601.tsv,2012-09-08T00:49:00.000Z,[Hun],,"How to make on linux html webpage?"
3,1601.tsv,2012-09-08T00:49:00.000Z,[Hun],,"Momkeydust ty"
3,1601.tsv,2012-09-08T00:49:00.000Z,BebopSteve,[Hun],"bluefish +1"
3,4015.tsv,2012-09-07T05:22:00.000Z,Bing,,"现在有可用的QQ么？"
3,4015.tsv,2012-09-07T05:22:00.000Z,Bing,,"pidgin怎么又不能用了...."
3,4015.tsv,2012-09-07T05:23:00.000Z,wilee-nilee,Bing,"this is a english channel"
3,264780.tsv,2007-03-27T06:42:00.000Z,pchilds,,"Is there a way to install a different gui that can be switched to during startup other than gnome while still keeping the option to log back into gnome if desired?"
3,264780.tsv,2007-03-27T06:42:00.000Z,LjL,pchilds,"like KDE? sure."
3,264780.tsv,2007-03-27T06:42:00.000Z,LjL,pchilds,"you just select your preferred session from the login screen"
3,16641.tsv,2011-05-27T13:54:00.000Z,sachin,,"hello"
3,16641.tsv,2011-05-27T13:55:00.000Z,sachin,,"i am new to dis"
3,16641.tsv,2011-05-27T13:55:00.000Z,sam85_,sachin,"so am I"
3,53914.tsv,2009-11-01T22:10:00.000Z,BA^,,"is there a log of the bootup? having problems booting .31 kernel with 9.10. I disabled the splash but it still freezes at the white logo"
3,53914.tsv,2009-11-01T22:11:00.000Z,furuno,BA^,": System > Admin > Log File Viewer"
3,53914.tsv,2009-11-01T22:12:00.000Z,furuno,BA^,": I wish I know :) The kernel message is a different planet language for me"
3,93513.tsv,2010-04-19T11:16:00.000Z,boblemur,gonzalo,"does your sound work anywhere else"
3,93513.tsv,2010-04-19T11:29:00.000Z,gonzalo,boblemur,"thanks for your help, but I've already solved the problem, I needed the mp3 suppor"
3,93513.tsv,2010-04-19T11:30:00.000Z,boblemur,gonzalo,"thats ok glad you got it fixed"
3,79832.tsv,2010-08-21T04:20:00.000Z,Visine,,"hey, the minimize, exit and maximize buttons are gone my current install. Has anyone ever run into this?"
3,79832.tsv,2010-08-21T04:20:00.000Z,Visine,,"or have any ideas?"
3,79832.tsv,2010-08-21T04:21:00.000Z,ZykoticK9,Visine,"'metacity --replace' then 'compiz --replace'"
3,335808.tsv,2006-06-01T16:58:00.000Z,exhale,,"only god knowns"
3,335808.tsv,2006-06-01T16:58:00.000Z,exhale,,"knows*"
3,335808.tsv,2006-06-01T16:58:00.000Z,Seveas,exhale,"s/god/sabdfl/"
3,335061.tsv,2005-09-21T06:21:00.000Z,Bartimaeus,,"Hey all, can anyone help with my configuring of apache2?"
3,335061.tsv,2005-09-21T06:22:00.000Z,Seveas,Bartimaeus,"be more specific..."
3,335061.tsv,2005-09-21T06:23:00.000Z,Seveas,Bartimaeus,"don't invade peoples private windows..."
3,285971.tsv,2005-08-30T12:49:00.000Z,KG2056,,"hello everyone"
3,285971.tsv,2005-08-30T12:50:00.000Z,KG2056,,"anyone know what the listy of servers is for apt-get so i can get other applications? icewm, blackbox and fluxbox arent in the current list :("
3,285971.tsv,2005-08-30T12:51:00.000Z,lJlolel,KG2056,"icewm is in my apt (from ubuntuguide)"
3,269907.tsv,2006-10-25T16:48:00.000Z,Link9618,,"I can't update my sources list for ubuntu 6.06"
3,269907.tsv,2006-10-25T16:49:00.000Z,gnomefreak,Link9618,"why?"
3,269907.tsv,2006-10-25T16:51:00.000Z,gnomefreak,Link9618,"did you enable universe repos?"
